         ps       /delay_tb/rst       /delay_tb/din_i                  
          delta     /delay_tb/ena         /delay_tb/din_iMinus         
                      /delay_tb/clk                                    
                               /delay_tb/din                           
 1537500000  +3               0 1 1 00000001 00000001 00000001 
 1538000000  +1               0 1 0 00000010 00000001 00000001 
 1538000000  +2               0 1 0 00000010 00000010 00000001 
 1538500000  +1               0 1 1 00000010 00000010 00000001 
 1538500000  +3               0 1 1 00000010 00000010 00000010 
 1539000000  +1               0 1 0 00000011 00000010 00000010 
 1539000000  +2               0 1 0 00000011 00000011 00000010 
 1539500000  +1               0 1 1 00000011 00000011 00000010 
 1539500000  +3               0 1 1 00000011 00000011 00000011 
 1540000000  +1               0 1 0 00000100 00000011 00000011 
 1540000000  +2               0 1 0 00000100 00000100 00000011 
 1540500000  +1               0 1 1 00000100 00000100 00000011 
 1540500000  +3               0 1 1 00000100 00000100 00000100 
 1541000000  +1               0 1 0 00000101 00000100 00000100 
 1541000000  +2               0 1 0 00000101 00000101 00000100 
 1541500000  +1               0 1 1 00000101 00000101 00000100 
 1541500000  +3               0 1 1 00000101 00000101 00000101 
 1542000000  +1               0 1 0 00000110 00000101 00000101 
 1542000000  +2               0 1 0 00000110 00000110 00000101 
 1542500000  +1               0 1 1 00000110 00000110 00000101 
 1542500000  +3               0 1 1 00000110 00000110 00000110 
 1543000000  +1               0 1 0 00000111 00000110 00000110 
 1543000000  +2               0 1 0 00000111 00000111 00000110 
 1543500000  +1               0 1 1 00000111 00000111 00000110 
 1543500000  +3               0 1 1 00000111 00000111 00000111 
 1544000000  +1               0 1 0 00001000 00000111 00000111 
 1544000000  +2               0 1 0 00001000 00001000 00000111 
 1544500000  +1               0 1 1 00001000 00001000 00000111 
 1544500000  +3               0 1 1 00001000 00001000 00001000 
 1545000000  +1               0 1 0 00001001 00001000 00001000 
 1545000000  +2               0 1 0 00001001 00001001 00001000 
 1545500000  +1               0 1 1 00001001 00001001 00001000 
 1545500000  +3               0 1 1 00001001 00001001 00001001 
 1546000000  +1               0 1 0 00001010 00001001 00001001 
 1546000000  +2               0 1 0 00001010 00001010 00001001 
 1546500000  +1               0 1 1 00001010 00001010 00001001 
 1546500000  +3               0 1 1 00001010 00001010 00001010 
 1547000000  +1               0 1 0 00001011 00001010 00001010 
 1547000000  +2               0 1 0 00001011 00001011 00001010 
 1547500000  +1               0 1 1 00001011 00001011 00001010 
 1547500000  +3               0 1 1 00001011 00001011 00001011 
 1548000000  +1               0 1 0 00000000 00001011 00001011 
 1548000000  +2               0 1 0 00000000 00000000 00001011 
 1548500000  +1               0 1 1 00000000 00000000 00001011 
 1548500000  +3               0 1 1 00000000 00000000 00000000 
 1549000000  +1               0 1 0 00000001 00000000 00000000 
 1549000000  +2               0 1 0 00000001 00000001 00000000 
 1549500000  +1               0 1 1 00000001 00000001 00000000 
 1549500000  +3               0 1 1 00000001 00000001 00000001 
 1550000000  +1               0 1 0 00000010 00000001 00000001 
 1550000000  +2               0 1 0 00000010 00000010 00000001 
 1550500000  +1               0 1 1 00000010 00000010 00000001 
 1550500000  +3               0 1 1 00000010 00000010 00000010 
 1551000000  +1               0 1 0 00000011 00000010 00000010 
 1551000000  +2               0 1 0 00000011 00000011 00000010 
 1551500000  +1               0 1 1 00000011 00000011 00000010 
 1551500000  +3               0 1 1 00000011 00000011 00000011 
 1552000000  +1               0 1 0 00000100 00000011 00000011 
 1552000000  +2               0 1 0 00000100 00000100 00000011 
 1552500000  +1               0 1 1 00000100 00000100 00000011 
 1552500000  +3               0 1 1 00000100 00000100 00000100 
 1553000000  +1               0 1 0 00000101 00000100 00000100 
 1553000000  +2               0 1 0 00000101 00000101 00000100 
 1553500000  +1               0 1 1 00000101 00000101 00000100 
 1553500000  +3               0 1 1 00000101 00000101 00000101 
 1554000000  +1               0 1 0 00000110 00000101 00000101 
 1554000000  +2               0 1 0 00000110 00000110 00000101 
 1554500000  +1               0 1 1 00000110 00000110 00000101 
 1554500000  +3               0 1 1 00000110 00000110 00000110 
 1555000000  +1               0 1 0 00000111 00000110 00000110 
 1555000000  +2               0 1 0 00000111 00000111 00000110 
 1555500000  +1               0 1 1 00000111 00000111 00000110 
 1555500000  +3               0 1 1 00000111 00000111 00000111 
 1556000000  +1               0 1 0 00001000 00000111 00000111 
 1556000000  +2               0 1 0 00001000 00001000 00000111 
 1556500000  +1               0 1 1 00001000 00001000 00000111 
 1556500000  +3               0 1 1 00001000 00001000 00001000 
 1557000000  +1               0 1 0 00001001 00001000 00001000 
 1557000000  +2               0 1 0 00001001 00001001 00001000 
 1557500000  +1               0 1 1 00001001 00001001 00001000 
 1557500000  +3               0 1 1 00001001 00001001 00001001 
 1558000000  +1               0 1 0 00001010 00001001 00001001 
 1558000000  +2               0 1 0 00001010 00001010 00001001 
 1558500000  +1               0 1 1 00001010 00001010 00001001 
 1558500000  +3               0 1 1 00001010 00001010 00001010 
 1559000000  +1               0 1 0 00001011 00001010 00001010 
 1559000000  +2               0 1 0 00001011 00001011 00001010 
 1559500000  +1               0 1 1 00001011 00001011 00001010 
 1559500000  +3               0 1 1 00001011 00001011 00001011 
 1560000000  +1               0 1 0 00000000 00001011 00001011 
 1560000000  +2               0 1 0 00000000 00000000 00001011 
 1560500000  +1               0 1 1 00000000 00000000 00001011 
 1560500000  +3               0 1 1 00000000 00000000 00000000 
 1561000000  +1               0 1 0 00000001 00000000 00000000 
 1561000000  +2               0 1 0 00000001 00000001 00000000 
 1561500000  +1               0 1 1 00000001 00000001 00000000 
 1561500000  +3               0 1 1 00000001 00000001 00000001 
 1562000000  +1               0 1 0 00000010 00000001 00000001 
 1562000000  +2               0 1 0 00000010 00000010 00000001 
 1562500000  +1               0 1 1 00000010 00000010 00000001 
 1562500000  +3               0 1 1 00000010 00000010 00000010 
 1563000000  +1               0 1 0 00000011 00000010 00000010 
 1563000000  +2               0 1 0 00000011 00000011 00000010 
 1563500000  +1               0 1 1 00000011 00000011 00000010 
 1563500000  +3               0 1 1 00000011 00000011 00000011 
 1564000000  +1               0 1 0 00000100 00000011 00000011 
 1564000000  +2               0 1 0 00000100 00000100 00000011 
 1564500000  +1               0 1 1 00000100 00000100 00000011 
 1564500000  +3               0 1 1 00000100 00000100 00000100 
 1565000000  +1               0 1 0 00000101 00000100 00000100 
 1565000000  +2               0 1 0 00000101 00000101 00000100 
 1565500000  +1               0 1 1 00000101 00000101 00000100 
 1565500000  +3               0 1 1 00000101 00000101 00000101 
 1566000000  +1               0 1 0 00000110 00000101 00000101 
 1566000000  +2               0 1 0 00000110 00000110 00000101 
 1566500000  +1               0 1 1 00000110 00000110 00000101 
 1566500000  +3               0 1 1 00000110 00000110 00000110 
 1567000000  +1               0 1 0 00000111 00000110 00000110 
 1567000000  +2               0 1 0 00000111 00000111 00000110 
 1567500000  +1               0 1 1 00000111 00000111 00000110 
 1567500000  +3               0 1 1 00000111 00000111 00000111 
 1568000000  +1               0 1 0 00001000 00000111 00000111 
 1568000000  +2               0 1 0 00001000 00001000 00000111 
 1568500000  +1               0 1 1 00001000 00001000 00000111 
 1568500000  +3               0 1 1 00001000 00001000 00001000 
 1569000000  +1               0 1 0 00001001 00001000 00001000 
 1569000000  +2               0 1 0 00001001 00001001 00001000 
 1569500000  +1               0 1 1 00001001 00001001 00001000 
 1569500000  +3               0 1 1 00001001 00001001 00001001 
 1570000000  +1               0 1 0 00001010 00001001 00001001 
 1570000000  +2               0 1 0 00001010 00001010 00001001 
 1570500000  +1               0 1 1 00001010 00001010 00001001 
 1570500000  +3               0 1 1 00001010 00001010 00001010 
 1571000000  +1               0 1 0 00001011 00001010 00001010 
 1571000000  +2               0 1 0 00001011 00001011 00001010 
 1571500000  +1               0 1 1 00001011 00001011 00001010 
 1571500000  +3               0 1 1 00001011 00001011 00001011 
 1572000000  +1               0 1 0 00000000 00001011 00001011 
 1572000000  +2               0 1 0 00000000 00000000 00001011 
 1572500000  +1               0 1 1 00000000 00000000 00001011 
 1572500000  +3               0 1 1 00000000 00000000 00000000 
 1573000000  +1               0 1 0 00000001 00000000 00000000 
 1573000000  +2               0 1 0 00000001 00000001 00000000 
 1573500000  +1               0 1 1 00000001 00000001 00000000 
 1573500000  +3               0 1 1 00000001 00000001 00000001 
 1574000000  +1               0 1 0 00000010 00000001 00000001 
 1574000000  +2               0 1 0 00000010 00000010 00000001 
 1574500000  +1               0 1 1 00000010 00000010 00000001 
 1574500000  +3               0 1 1 00000010 00000010 00000010 
 1575000000  +1               0 1 0 00000011 00000010 00000010 
 1575000000  +2               0 1 0 00000011 00000011 00000010 
 1575500000  +1               0 1 1 00000011 00000011 00000010 
 1575500000  +3               0 1 1 00000011 00000011 00000011 
 1576000000  +1               0 1 0 00000100 00000011 00000011 
 1576000000  +2               0 1 0 00000100 00000100 00000011 
 1576500000  +1               0 1 1 00000100 00000100 00000011 
 1576500000  +3               0 1 1 00000100 00000100 00000100 
 1577000000  +1               0 1 0 00000101 00000100 00000100 
 1577000000  +2               0 1 0 00000101 00000101 00000100 
 1577500000  +1               0 1 1 00000101 00000101 00000100 
 1577500000  +3               0 1 1 00000101 00000101 00000101 
 1578000000  +1               0 1 0 00000110 00000101 00000101 
 1578000000  +2               0 1 0 00000110 00000110 00000101 
 1578500000  +1               0 1 1 00000110 00000110 00000101 
 1578500000  +3               0 1 1 00000110 00000110 00000110 
 1579000000  +1               0 1 0 00000111 00000110 00000110 
 1579000000  +2               0 1 0 00000111 00000111 00000110 
 1579500000  +1               0 1 1 00000111 00000111 00000110 
 1579500000  +3               0 1 1 00000111 00000111 00000111 
 1580000000  +1               0 1 0 00001000 00000111 00000111 
 1580000000  +2               0 1 0 00001000 00001000 00000111 
 1580500000  +1               0 1 1 00001000 00001000 00000111 
 1580500000  +3               0 1 1 00001000 00001000 00001000 
 1581000000  +1               0 1 0 00001001 00001000 00001000 
 1581000000  +2               0 1 0 00001001 00001001 00001000 
 1581500000  +1               0 1 1 00001001 00001001 00001000 
 1581500000  +3               0 1 1 00001001 00001001 00001001 
 1582000000  +1               0 1 0 00001010 00001001 00001001 
 1582000000  +2               0 1 0 00001010 00001010 00001001 
 1582500000  +1               0 1 1 00001010 00001010 00001001 
 1582500000  +3               0 1 1 00001010 00001010 00001010 
 1583000000  +1               0 1 0 00001011 00001010 00001010 
 1583000000  +2               0 1 0 00001011 00001011 00001010 
 1583500000  +1               0 1 1 00001011 00001011 00001010 
 1583500000  +3               0 1 1 00001011 00001011 00001011 
 1584000000  +1               0 1 0 00000000 00001011 00001011 
 1584000000  +2               0 1 0 00000000 00000000 00001011 
 1584500000  +1               0 1 1 00000000 00000000 00001011 
 1584500000  +3               0 1 1 00000000 00000000 00000000 
 1585000000  +1               0 1 0 00000001 00000000 00000000 
 1585000000  +2               0 1 0 00000001 00000001 00000000 
 1585500000  +1               0 1 1 00000001 00000001 00000000 
 1585500000  +3               0 1 1 00000001 00000001 00000001 
 1586000000  +1               0 1 0 00000010 00000001 00000001 
 1586000000  +2               0 1 0 00000010 00000010 00000001 
 1586500000  +1               0 1 1 00000010 00000010 00000001 
 1586500000  +3               0 1 1 00000010 00000010 00000010 
 1587000000  +1               0 1 0 00000011 00000010 00000010 
 1587000000  +2               0 1 0 00000011 00000011 00000010 
 1587500000  +1               0 1 1 00000011 00000011 00000010 
 1587500000  +3               0 1 1 00000011 00000011 00000011 
 1588000000  +1               0 1 0 00000100 00000011 00000011 
 1588000000  +2               0 1 0 00000100 00000100 00000011 
 1588500000  +1               0 1 1 00000100 00000100 00000011 
 1588500000  +3               0 1 1 00000100 00000100 00000100 
 1589000000  +1               0 1 0 00000101 00000100 00000100 
 1589000000  +2               0 1 0 00000101 00000101 00000100 
 1589500000  +1               0 1 1 00000101 00000101 00000100 
 1589500000  +3               0 1 1 00000101 00000101 00000101 
 1590000000  +1               0 1 0 00000110 00000101 00000101 
 1590000000  +2               0 1 0 00000110 00000110 00000101 
 1590500000  +1               0 1 1 00000110 00000110 00000101 
 1590500000  +3               0 1 1 00000110 00000110 00000110 
 1591000000  +1               0 1 0 00000111 00000110 00000110 
 1591000000  +2               0 1 0 00000111 00000111 00000110 
 1591500000  +1               0 1 1 00000111 00000111 00000110 
 1591500000  +3               0 1 1 00000111 00000111 00000111 
 1592000000  +1               0 1 0 00001000 00000111 00000111 
 1592000000  +2               0 1 0 00001000 00001000 00000111 
 1592500000  +1               0 1 1 00001000 00001000 00000111 
 1592500000  +3               0 1 1 00001000 00001000 00001000 
 1593000000  +1               0 1 0 00001001 00001000 00001000 
 1593000000  +2               0 1 0 00001001 00001001 00001000 
 1593500000  +1               0 1 1 00001001 00001001 00001000 
 1593500000  +3               0 1 1 00001001 00001001 00001001 
 1594000000  +1               0 1 0 00001010 00001001 00001001 
 1594000000  +2               0 1 0 00001010 00001010 00001001 
 1594500000  +1               0 1 1 00001010 00001010 00001001 
 1594500000  +3               0 1 1 00001010 00001010 00001010 
 1595000000  +1               0 1 0 00001011 00001010 00001010 
 1595000000  +2               0 1 0 00001011 00001011 00001010 
 1595500000  +1               0 1 1 00001011 00001011 00001010 
 1595500000  +3               0 1 1 00001011 00001011 00001011 
 1596000000  +1               0 1 0 00000000 00001011 00001011 
 1596000000  +2               0 1 0 00000000 00000000 00001011 
 1596500000  +1               0 1 1 00000000 00000000 00001011 
 1596500000  +3               0 1 1 00000000 00000000 00000000 
 1597000000  +1               0 1 0 00000001 00000000 00000000 
 1597000000  +2               0 1 0 00000001 00000001 00000000 
 1597500000  +1               0 1 1 00000001 00000001 00000000 
 1597500000  +3               0 1 1 00000001 00000001 00000001 
 1598000000  +1               0 1 0 00000010 00000001 00000001 
 1598000000  +2               0 1 0 00000010 00000010 00000001 
 1598500000  +1               0 1 1 00000010 00000010 00000001 
 1598500000  +3               0 1 1 00000010 00000010 00000010 
 1599000000  +1               0 1 0 00000011 00000010 00000010 
 1599000000  +2               0 1 0 00000011 00000011 00000010 
 1599500000  +1               0 1 1 00000011 00000011 00000010 
 1599500000  +3               0 1 1 00000011 00000011 00000011 
 1600000000  +1               0 1 0 00000100 00000011 00000011 
 1600000000  +2               0 1 0 00000100 00000100 00000011 
 1600500000  +1               0 1 1 00000100 00000100 00000011 
 1600500000  +3               0 1 1 00000100 00000100 00000100 
 1601000000  +1               0 1 0 00000101 00000100 00000100 
 1601000000  +2               0 1 0 00000101 00000101 00000100 
 1601500000  +1               0 1 1 00000101 00000101 00000100 
 1601500000  +3               0 1 1 00000101 00000101 00000101 
 1602000000  +1               0 1 0 00000110 00000101 00000101 
 1602000000  +2               0 1 0 00000110 00000110 00000101 
 1602500000  +1               0 1 1 00000110 00000110 00000101 
 1602500000  +3               0 1 1 00000110 00000110 00000110 
 1603000000  +1               0 1 0 00000111 00000110 00000110 
 1603000000  +2               0 1 0 00000111 00000111 00000110 
 1603500000  +1               0 1 1 00000111 00000111 00000110 
 1603500000  +3               0 1 1 00000111 00000111 00000111 
 1604000000  +1               0 1 0 00001000 00000111 00000111 
 1604000000  +2               0 1 0 00001000 00001000 00000111 
 1604500000  +1               0 1 1 00001000 00001000 00000111 
 1604500000  +3               0 1 1 00001000 00001000 00001000 
 1605000000  +1               0 1 0 00001001 00001000 00001000 
 1605000000  +2               0 1 0 00001001 00001001 00001000 
 1605500000  +1               0 1 1 00001001 00001001 00001000 
 1605500000  +3               0 1 1 00001001 00001001 00001001 
 1606000000  +1               0 1 0 00001010 00001001 00001001 
 1606000000  +2               0 1 0 00001010 00001010 00001001 
 1606500000  +1               0 1 1 00001010 00001010 00001001 
 1606500000  +3               0 1 1 00001010 00001010 00001010 
 1607000000  +1               0 1 0 00001011 00001010 00001010 
 1607000000  +2               0 1 0 00001011 00001011 00001010 
 1607500000  +1               0 1 1 00001011 00001011 00001010 
 1607500000  +3               0 1 1 00001011 00001011 00001011 
 1608000000  +1               0 1 0 00000000 00001011 00001011 
 1608000000  +2               0 1 0 00000000 00000000 00001011 
 1608500000  +1               0 1 1 00000000 00000000 00001011 
 1608500000  +3               0 1 1 00000000 00000000 00000000 
 1609000000  +1               0 1 0 00000001 00000000 00000000 
 1609000000  +2               0 1 0 00000001 00000001 00000000 
 1609500000  +1               0 1 1 00000001 00000001 00000000 
 1609500000  +3               0 1 1 00000001 00000001 00000001 
 1610000000  +1               0 1 0 00000010 00000001 00000001 
 1610000000  +2               0 1 0 00000010 00000010 00000001 
 1610500000  +1               0 1 1 00000010 00000010 00000001 
 1610500000  +3               0 1 1 00000010 00000010 00000010 
 1611000000  +1               0 1 0 00000011 00000010 00000010 
 1611000000  +2               0 1 0 00000011 00000011 00000010 
 1611500000  +1               0 1 1 00000011 00000011 00000010 
 1611500000  +3               0 1 1 00000011 00000011 00000011 
 1612000000  +1               0 1 0 00000100 00000011 00000011 
 1612000000  +2               0 1 0 00000100 00000100 00000011 
 1612500000  +1               0 1 1 00000100 00000100 00000011 
 1612500000  +3               0 1 1 00000100 00000100 00000100 
 1613000000  +1               0 1 0 00000101 00000100 00000100 
 1613000000  +2               0 1 0 00000101 00000101 00000100 
 1613500000  +1               0 1 1 00000101 00000101 00000100 
 1613500000  +3               0 1 1 00000101 00000101 00000101 
 1614000000  +1               0 1 0 00000110 00000101 00000101 
 1614000000  +2               0 1 0 00000110 00000110 00000101 
 1614500000  +1               0 1 1 00000110 00000110 00000101 
 1614500000  +3               0 1 1 00000110 00000110 00000110 
 1615000000  +1               0 1 0 00000111 00000110 00000110 
 1615000000  +2               0 1 0 00000111 00000111 00000110 
 1615500000  +1               0 1 1 00000111 00000111 00000110 
 1615500000  +3               0 1 1 00000111 00000111 00000111 
 1616000000  +1               0 1 0 00001000 00000111 00000111 
 1616000000  +2               0 1 0 00001000 00001000 00000111 
 1616500000  +1               0 1 1 00001000 00001000 00000111 
 1616500000  +3               0 1 1 00001000 00001000 00001000 
 1617000000  +1               0 1 0 00001001 00001000 00001000 
 1617000000  +2               0 1 0 00001001 00001001 00001000 
 1617500000  +1               0 1 1 00001001 00001001 00001000 
 1617500000  +3               0 1 1 00001001 00001001 00001001 
 1618000000  +1               0 1 0 00001010 00001001 00001001 
 1618000000  +2               0 1 0 00001010 00001010 00001001 
 1618500000  +1               0 1 1 00001010 00001010 00001001 
 1618500000  +3               0 1 1 00001010 00001010 00001010 
 1619000000  +1               0 1 0 00001011 00001010 00001010 
 1619000000  +2               0 1 0 00001011 00001011 00001010 
 1619500000  +1               0 1 1 00001011 00001011 00001010 
 1619500000  +3               0 1 1 00001011 00001011 00001011 
 1620000000  +1               0 1 0 00000000 00001011 00001011 
 1620000000  +2               0 1 0 00000000 00000000 00001011 
 1620500000  +1               0 1 1 00000000 00000000 00001011 
 1620500000  +3               0 1 1 00000000 00000000 00000000 
 1621000000  +1               0 1 0 00000001 00000000 00000000 
 1621000000  +2               0 1 0 00000001 00000001 00000000 
 1621500000  +1               0 1 1 00000001 00000001 00000000 
 1621500000  +3               0 1 1 00000001 00000001 00000001 
 1622000000  +1               0 1 0 00000010 00000001 00000001 
 1622000000  +2               0 1 0 00000010 00000010 00000001 
 1622500000  +1               0 1 1 00000010 00000010 00000001 
 1622500000  +3               0 1 1 00000010 00000010 00000010 
 1623000000  +1               0 1 0 00000011 00000010 00000010 
 1623000000  +2               0 1 0 00000011 00000011 00000010 
 1623500000  +1               0 1 1 00000011 00000011 00000010 
 1623500000  +3               0 1 1 00000011 00000011 00000011 
 1624000000  +1               0 1 0 00000100 00000011 00000011 
 1624000000  +2               0 1 0 00000100 00000100 00000011 
 1624500000  +1               0 1 1 00000100 00000100 00000011 
 1624500000  +3               0 1 1 00000100 00000100 00000100 
 1625000000  +1               0 1 0 00000101 00000100 00000100 
 1625000000  +2               0 1 0 00000101 00000101 00000100 
 1625500000  +1               0 1 1 00000101 00000101 00000100 
 1625500000  +3               0 1 1 00000101 00000101 00000101 
 1626000000  +1               0 1 0 00000110 00000101 00000101 
 1626000000  +2               0 1 0 00000110 00000110 00000101 
 1626500000  +1               0 1 1 00000110 00000110 00000101 
 1626500000  +3               0 1 1 00000110 00000110 00000110 
 1627000000  +1               0 1 0 00000111 00000110 00000110 
 1627000000  +2               0 1 0 00000111 00000111 00000110 
 1627500000  +1               0 1 1 00000111 00000111 00000110 
 1627500000  +3               0 1 1 00000111 00000111 00000111 
 1628000000  +1               0 1 0 00001000 00000111 00000111 
 1628000000  +2               0 1 0 00001000 00001000 00000111 
 1628500000  +1               0 1 1 00001000 00001000 00000111 
 1628500000  +3               0 1 1 00001000 00001000 00001000 
 1629000000  +1               0 1 0 00001001 00001000 00001000 
 1629000000  +2               0 1 0 00001001 00001001 00001000 
 1629500000  +1               0 1 1 00001001 00001001 00001000 
 1629500000  +3               0 1 1 00001001 00001001 00001001 
 1630000000  +1               0 1 0 00001010 00001001 00001001 
 1630000000  +2               0 1 0 00001010 00001010 00001001 
 1630500000  +1               0 1 1 00001010 00001010 00001001 
 1630500000  +3               0 1 1 00001010 00001010 00001010 
 1631000000  +1               0 1 0 00001011 00001010 00001010 
 1631000000  +2               0 1 0 00001011 00001011 00001010 
 1631500000  +1               0 1 1 00001011 00001011 00001010 
 1631500000  +3               0 1 1 00001011 00001011 00001011 
 1632000000  +1               0 1 0 00000000 00001011 00001011 
 1632000000  +2               0 1 0 00000000 00000000 00001011 
 1632500000  +1               0 1 1 00000000 00000000 00001011 
 1632500000  +3               0 1 1 00000000 00000000 00000000 
 1633000000  +1               0 1 0 00000001 00000000 00000000 
 1633000000  +2               0 1 0 00000001 00000001 00000000 
 1633500000  +1               0 1 1 00000001 00000001 00000000 
 1633500000  +3               0 1 1 00000001 00000001 00000001 
 1634000000  +1               0 1 0 00000010 00000001 00000001 
 1634000000  +2               0 1 0 00000010 00000010 00000001 
 1634500000  +1               0 1 1 00000010 00000010 00000001 
 1634500000  +3               0 1 1 00000010 00000010 00000010 
 1635000000  +1               0 1 0 00000011 00000010 00000010 
 1635000000  +2               0 1 0 00000011 00000011 00000010 
 1635500000  +1               0 1 1 00000011 00000011 00000010 
 1635500000  +3               0 1 1 00000011 00000011 00000011 
 1636000000  +1               0 1 0 00000100 00000011 00000011 
 1636000000  +2               0 1 0 00000100 00000100 00000011 
 1636500000  +1               0 1 1 00000100 00000100 00000011 
 1636500000  +3               0 1 1 00000100 00000100 00000100 
 1637000000  +1               0 1 0 00000101 00000100 00000100 
 1637000000  +2               0 1 0 00000101 00000101 00000100 
 1637500000  +1               0 1 1 00000101 00000101 00000100 
 1637500000  +3               0 1 1 00000101 00000101 00000101 
 1638000000  +1               0 1 0 00000110 00000101 00000101 
 1638000000  +2               0 1 0 00000110 00000110 00000101 
 1638500000  +1               0 1 1 00000110 00000110 00000101 
 1638500000  +3               0 1 1 00000110 00000110 00000110 
 1639000000  +1               0 1 0 00000111 00000110 00000110 
 1639000000  +2               0 1 0 00000111 00000111 00000110 
 1639500000  +1               0 1 1 00000111 00000111 00000110 
 1639500000  +3               0 1 1 00000111 00000111 00000111 
 1640000000  +1               0 1 0 00001000 00000111 00000111 
 1640000000  +2               0 1 0 00001000 00001000 00000111 
 1640500000  +1               0 1 1 00001000 00001000 00000111 
 1640500000  +3               0 1 1 00001000 00001000 00001000 
 1641000000  +1               0 1 0 00001001 00001000 00001000 
 1641000000  +2               0 1 0 00001001 00001001 00001000 
 1641500000  +1               0 1 1 00001001 00001001 00001000 
 1641500000  +3               0 1 1 00001001 00001001 00001001 
 1642000000  +1               0 1 0 00001010 00001001 00001001 
 1642000000  +2               0 1 0 00001010 00001010 00001001 
 1642500000  +1               0 1 1 00001010 00001010 00001001 
 1642500000  +3               0 1 1 00001010 00001010 00001010 
 1643000000  +1               0 1 0 00001011 00001010 00001010 
 1643000000  +2               0 1 0 00001011 00001011 00001010 
 1643500000  +1               0 1 1 00001011 00001011 00001010 
 1643500000  +3               0 1 1 00001011 00001011 00001011 
 1644000000  +1               0 1 0 00000000 00001011 00001011 
 1644000000  +2               0 1 0 00000000 00000000 00001011 
 1644500000  +1               0 1 1 00000000 00000000 00001011 
 1644500000  +3               0 1 1 00000000 00000000 00000000 
 1645000000  +1               0 1 0 00000001 00000000 00000000 
 1645000000  +2               0 1 0 00000001 00000001 00000000 
 1645500000  +1               0 1 1 00000001 00000001 00000000 
 1645500000  +3               0 1 1 00000001 00000001 00000001 
 1646000000  +1               0 1 0 00000010 00000001 00000001 
 1646000000  +2               0 1 0 00000010 00000010 00000001 
 1646500000  +1               0 1 1 00000010 00000010 00000001 
 1646500000  +3               0 1 1 00000010 00000010 00000010 
 1647000000  +1               0 1 0 00000011 00000010 00000010 
 1647000000  +2               0 1 0 00000011 00000011 00000010 
 1647500000  +1               0 1 1 00000011 00000011 00000010 
 1647500000  +3               0 1 1 00000011 00000011 00000011 
 1648000000  +1               0 1 0 00000100 00000011 00000011 
 1648000000  +2               0 1 0 00000100 00000100 00000011 
 1648500000  +1               0 1 1 00000100 00000100 00000011 
 1648500000  +3               0 1 1 00000100 00000100 00000100 
 1649000000  +1               0 1 0 00000101 00000100 00000100 
 1649000000  +2               0 1 0 00000101 00000101 00000100 
 1649500000  +1               0 1 1 00000101 00000101 00000100 
 1649500000  +3               0 1 1 00000101 00000101 00000101 
 1650000000  +1               0 1 0 00000110 00000101 00000101 
 1650000000  +2               0 1 0 00000110 00000110 00000101 
 1650500000  +1               0 1 1 00000110 00000110 00000101 
 1650500000  +3               0 1 1 00000110 00000110 00000110 
 1651000000  +1               0 1 0 00000111 00000110 00000110 
 1651000000  +2               0 1 0 00000111 00000111 00000110 
 1651500000  +1               0 1 1 00000111 00000111 00000110 
 1651500000  +3               0 1 1 00000111 00000111 00000111 
 1652000000  +1               0 1 0 00001000 00000111 00000111 
 1652000000  +2               0 1 0 00001000 00001000 00000111 
 1652500000  +1               0 1 1 00001000 00001000 00000111 
 1652500000  +3               0 1 1 00001000 00001000 00001000 
 1653000000  +1               0 1 0 00001001 00001000 00001000 
 1653000000  +2               0 1 0 00001001 00001001 00001000 
 1653500000  +1               0 1 1 00001001 00001001 00001000 
 1653500000  +3               0 1 1 00001001 00001001 00001001 
 1654000000  +1               0 1 0 00001010 00001001 00001001 
 1654000000  +2               0 1 0 00001010 00001010 00001001 
 1654500000  +1               0 1 1 00001010 00001010 00001001 
 1654500000  +3               0 1 1 00001010 00001010 00001010 
 1655000000  +1               0 1 0 00001011 00001010 00001010 
 1655000000  +2               0 1 0 00001011 00001011 00001010 
 1655500000  +1               0 1 1 00001011 00001011 00001010 
 1655500000  +3               0 1 1 00001011 00001011 00001011 
 1656000000  +1               0 1 0 00000000 00001011 00001011 
 1656000000  +2               0 1 0 00000000 00000000 00001011 
 1656500000  +1               0 1 1 00000000 00000000 00001011 
 1656500000  +3               0 1 1 00000000 00000000 00000000 
 1657000000  +1               0 1 0 00000001 00000000 00000000 
 1657000000  +2               0 1 0 00000001 00000001 00000000 
 1657500000  +1               0 1 1 00000001 00000001 00000000 
 1657500000  +3               0 1 1 00000001 00000001 00000001 
 1658000000  +1               0 1 0 00000010 00000001 00000001 
 1658000000  +2               0 1 0 00000010 00000010 00000001 
 1658500000  +1               0 1 1 00000010 00000010 00000001 
 1658500000  +3               0 1 1 00000010 00000010 00000010 
 1659000000  +1               0 1 0 00000011 00000010 00000010 
 1659000000  +2               0 1 0 00000011 00000011 00000010 
 1659500000  +1               0 1 1 00000011 00000011 00000010 
 1659500000  +3               0 1 1 00000011 00000011 00000011 
 1660000000  +1               0 1 0 00000100 00000011 00000011 
 1660000000  +2               0 1 0 00000100 00000100 00000011 
 1660500000  +1               0 1 1 00000100 00000100 00000011 
 1660500000  +3               0 1 1 00000100 00000100 00000100 
 1661000000  +1               0 1 0 00000101 00000100 00000100 
 1661000000  +2               0 1 0 00000101 00000101 00000100 
 1661500000  +1               0 1 1 00000101 00000101 00000100 
 1661500000  +3               0 1 1 00000101 00000101 00000101 
